artist_name,track_name,release_date,genre,lyrics
blessthefall,Guys Like You Make Us Look Bad,2007,Screamo,"You scream don't look, you scream don't touch What have they done? What have I not? And every time I think about your voice I Start to tremble, and my heart's aching And anytime you need a shoulder, I'm right there You just gotta find a way. A way! [Chorus] She sits alone and tries to adjust She cries please let me go I won't tell anyone You scream don't look, oh please God don't touch [Verse 2] You scream don't look, you scream don't touch What have they done? What have I not? And every time I think about your voice I Start to tremble, and my heart's aching And anytime you need a shoulder, I'm right there You just gotta find a way [Outro] Oh God please help us, get her out of this Oh God please help us, get her out of this Oh God Oh God Oh God"
Every Time I Die,Post-Boredom,2021,Screamo,"I'm haunted by an eternal return, I never should have allowed it I broke my own heart, I'm trying to forgive myself But if it gets too close I gotta kill it, oh, I'm gonna need your help My annihilation My annihilation My annihilation My annihilation kicked off post-boredom I don't want to be a better liar, don't wanna make you think That what you get is what you see just 'cause you want it Oh, this muddy water ain't deep I broke my own heart, I'm trying to convince myself That I can suffer if I want, motherfucker, yeah, just put me back on your shelf My annihilation My annihilation My annihilation My annihilation started before I did My annihilation My annihilation My annihilation My annihilation endеd before we did I gavе you nothing, you want more? You'll get more nothing Come on and give a big man a little thrill Come on and give a sick man his poison pill I don't want no harm I've done it all wrong for so long it feels okay (Feels okay) From up here, the parties and funerals, they look the same (They look the same) When every morning after is the same day Every morning after is the same day I want one more last chance, last chance Make me another mistake All I can take is everything that I have given away I walked in with one foot out the door, you knew that I was not gonna stay I broke my own heart, I'm trying to forgive myself I don't give a goddamn about the magic, oh, just put me under your spell My annihilation My annihilation My annihilation My annihilation kicked off post-boredom I gave you nothing, you want more? You'll get more"
Written by Wolves,Pretty Lies,2015,Screamo,"I've been starting to accept that Maybe this is all there is and Dreams that I've held in my head should be forgotten Just forget that you thought you were bound for greatness Rock and roll could be a savior Keep that to yourself And just fit in Don't stand out or they'll destroy you Words are sharp and filled with poison Every step that you take forward They'll pull you back a thousand more So give up your imagination Take the pill, it's just sedation Be a member of society [Bridge] That's not worth living for I won't be afraid anymore [Chorus x2] Like a thief in the night Armed with their pretty lies They will haunt you Consume you But you can't let them win Let the fear be your friend Let it guide you Fulfill you [Verse 2] You close your eyes and dreams start racing Feels so real that you can taste it See the crowd and all their faces Hear them screaming out your name and Wish this was more than a vision You could break out of this prison Taking back control Defiantly Feel the fear and let it guide you Let the fire burn inside you Think of all that they've denied you Remember and use the drive You've always had, but buried deeper You give up, they get what they want Don't let them win [Chorus x2] Like a thief in the night Armed with their pretty lies They will haunt you Consume you But you can't let them win Let the fear be your friend Let it guide you Fulfill you [Verse 3] I'm sick of all their pretty lies (woah, woah) They sparkle like a blade (woah, woah) But I will make damn sure That I will not die wondering What could have been I'll take nothing to the grave [Bridge] That's not worth living for I won't be afraid anymore [Chorus x2] Like a thief in the night Armed with their pretty lies They will haunt you Consume you But you can't let them win Let the fear be your friend Let it guide you Fulfill you"
Pierce The Veil,Shared Trauma,2023,Screamo,"Am I still your excuse to go get high? Flatlined, coma induced in record time If I go down in flames, then what's the point of even trying? [Chorus] ’Cause we share trauma and as we share trauma It takes it to break it, woah We share trauma and nothing's ever gonna erase it So face it [Verse 2] To you (To you) I'm drawn across this universe And for you (For you) I’m tempted from my dreams and cursed In a state of emergency, and I'm afraid it's getting worse [Chorus] 'Cause we share trauma and as we sharе trauma It takes it to break it, woah We sharе trauma and nothing's ever gonna erase it So face it [Bridge] I'm running on empty Will you armor me For battle? I'm afraid That all my veins and never-ending tragedies Will bleed my heart empty And scare your love away [Chorus] 'Cause we share trauma and as we share trauma It takes it to break it, woah We share trauma and nothing’s ever gonna erase it So face it Oh [Outro] We share this We share this We share this We share this"
Every Time I Die,It Remembers,2016,Screamo,"I brought a rumor when I came down from the mountain That spread quicker than the fire in your eyes Heaven won't let me in, I took my medicine Salt water couldn't quench my thirst at the fountain Burn slow, there's no rush You're right, always right [Pre-Chorus 1: Keith Buckley] I want oblivion all the time I want oblivion all the time Mindless son of the eternal shine Mindless son of the eternal shine [Chorus 1: Brendon Urie] It snuck up like a desert wind I got a feeling I won't feel again When faith abandons me I hope it does it honestly [Verse 2: Keith Buckley] I still howl like an animal in the darkness And I'm reminded by the blood on my clothes I can't stand what I've become I'm shivering to spite the sun We come together and we're overwhelmed by the loneliness [Pre-Chorus 2: Keith Buckley] I want oblivion all the time I want oblivion all the time I want oblivion all the time I want oblivion [Chorus 2: Brendon Urie] Burn slow, there's no rush You're right, always right [Verse 3: Keith Buckley] I thought I settled my debts that night on the ride home But I've still got hell to pay"
Dance Gavin Dance,Purple Reign,2011,Screamo,"Don't bother, I'm a danger to my health Don't bother, I'm a danger to Don't bother, I'm a danger Don't bother, I'm a danger (To your health) [Verse 1: Jon Mess] So I'm baking a cake, got this badass oven filled with goodies and treats For all of my friends Then Jonny comes and he poisons the food Everyone is dead, now wasn't that rude [Break: Jonny Craig] I am- [Chorus: Jonny Craig, Jon Mess] For now, because the words are meaningless For now, because I am For now, because the words are meaningless And we crack all our backs to relax and recap The one time I looked like the goddamn circus For now, because I am And we break into bits to believe we're legit The one time I looked like the goddamn circus [Verse 2: Jonny Craig] Nobody will ever take the things in my fucked up brain No one can ever take the holes in my life Take my life, because these words, they'll never speak Take my life, falling apart for you Take my life, my eyes will never speak Take my life, help me into you Come away, go away [Refrain: Jonny Craig] Don't bother, I'm a danger to Don't bother, I'm a danger [Chorus 2: Jonny Craig with Jon Mess] For now, because the words are meaningless For now, because I am For now, because the words are meaningless And we crack all our backs to relax and recap The one time I looked like the goddamn circus For now, because I am And we break into bits to believe we're legit The one time I looked like the goddamn circus [Bridge: Jonny Craig] Help me to grow and soar, stand up Help me to win, drop the words that come from my mouth Go and find the words You're speaking in tongues Go, drop the words that help me they come from my mouth [Outro: Jon Mess] I got a sense that this is overdone But at least we're having fun I got a sense that this is overdone But at least we're having fun (Am I right?) I got a sense that this is overdone But at least we're having fun I got a sense that this is overdone But at least we're having fun (Am I right?) I got a sense that this is overdone But at least we're having fun I got a sense that this is overdone But at least we're having fun (Am I right?) I got a sense that this is overdone But at least we're having fun..."
Underoath,"Too Bright To See, Too Loud To Hear",2008,Screamo,"Good God, if Your song leaves our lips If Your work leaves our hands Then we will be wanderers and vagabonds They will stare and say how empty we are How the freedom we had turned us up as dead men [Chorus] Let us be cold, make us weak Let us because we all have ears Let us because we all have eyes Good God [Verse 2] How they knew that this would happen They knew, they knew that this would How they knew that this would happen They knew, they knew that this would (We're so run down) How they knew that this would happen They knew, they knew that this would (We're so run down) How they knew that this would happen They knew, they knew that this would [Bridge] Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? Good God, can You still get us home? [Breakdown] Still get us home How can we still get home? How can we still get home? (I'm not dreaming) How can we still get home? How can we still get home? We're forgetting our forgiveness (We're forgetting our forgiveness) We're forgetting our forgiveness (We're forgetting our forgiveness)"
The Used,Cry,2014,Screamo,"You'll never know what it feels like 'til you're there When love changes faces, appears from nowhere When beautiful, lovely is ugly alone You need me back bad, just can't be on your own [Pre-Chorus] Love is not a battle, it's a ticking time bomb Love is not a battle, it's a ticking time bomb [Chorus] I'm gonna let you bleed for a little bit I'm gonna make you beg just for making me cry I'm gonna make you wish you never said goodbye [Verse 2] Now your life is broken, revolves around love Not love of yourself but the love you have lost When sad desperation is lonely despair You don't love yourself, you've got no love to share [Pre-Chorus] Love is not a battle, it's a ticking time bomb Love is not a battle, it's a ticking time bomb [Chorus] I'm gonna let you bleed for a little bit I'm gonna make you beg just for making me cry I'm gonna make you wish you never said goodbye I'm gonna let you bleed for a little bit I'm gonna make you beg just for making me cry I'm gonna make you wish you never said goodbye [Bridge] If you're gonna get me back, you're gonna have to ask nicer than that If you're gonna get me back, you're gonna have to ask nicer than that Nicer than that! Nicer than that! Nicer than that! Nicer than that! [Chorus] I'm gonna let you bleed for a little bit I'm gonna make you beg just for making me cry I'm gonna make you wish you never said goodbye"
Circa Survive,In The Morning And Amazing...,2007,Screamo,"Infinite silence Flowing right in with the dawn This is wrong, this is wrong And I cannot sleep without the radio on And how could anyone [Verse 1] You are in my dreams Half human, half machine You're with someone else that I have felt and seen I cannot rest, or my consciousness contest Looking right through the lens From winter brings the spring again [Chorus] Infinite silence Flowing right in with the dawn This is wrong, this is wrong And I cannot sleep without the radio on [Post-Chorus] And we fall asleep again With ties to mend So please let the cleaning Begin with evolution [Bridge] Hold my breath 'til communication Is only just a test Hold my breath 'til communication Is only just a test Hold my breath 'til communication Is only just a test You are in my dream Half human, half machine Looking right through the lens From winter brings the spring again [Chorus] Infinite silence Flowing right in with the dawn This is wrong, this is wrong And I cannot sleep without the radio on Infinite silence Rolling right in with the dawn This is wrong, this is wrong And I cannot sleep without the radio"
Dance Gavin Dance,Legend,2015,Screamo,"Turn up the radio Give 'em what they want, play their favorite song Make it sensational Sing it from the heart, illuminate the dark [Pre-Chorus: Tilian] You've been holding back for so long Time to grow up, come into your own Aim for the moon, no looking back Sing it [Chorus: Tilian] I'm strong, I am the decider I am all the reasons, an animal I am every season I am legend, all because of you [Verse 2: Tilian] Do it for both of us But march to your own drum 'cause I am old and done Swear I can feel the rush Watching you become everything I'm not [Pre-Chorus: Tilian] You've been holding back for so long Time to grow up, come into your own Aim for the moon, no looking back Sing it now [Chorus: Tilian] Strong, I am the decider I am all the reasons, an animal I am every season I am legend, all because of you [Bridge: Jon Mess & Tilian] To condone this great offense, I address the audience Our grip is strong or impotent, we're wise to hype this up Call on the creed and prophesize you'd witness this event The infant's egg is monetized, a privilege heaven-sent I made you this way, you have me to thank [Chorus: Tilian & Jon Mess] I'm strong, I am the decider I am all the reasons, an animal (Under the spell of it, we're wise to hype this up) I am every season (A new former shell of it, I'm wise to hype this up.) I am legend, all because of you"
Underoath,Hallelujah,2022,Screamo,"Cut the lights, face yourself We're not dreaming, this is hell Cut the lights, face yourself We're not dreaming, this is hell Cut the lights, face yourself We're not dreaming, this is hell Cut the lights, face yourself We're not dreaming, this is hell [Verse 1] I can't remember, no, remember yesterday I got a taste for apathy, I let it wash away the dream I wanna know the madness and how it eats me inside out I wanna feel the echo, the shame coursing through my veins [Chorus] Cut the lights, face yourself We're not dreaming, this is hell Cut the lights, face yourself We're not dreaming, this is hell (Hallelujah) Cut the lights, face yourself We're not dreaming, this is hell Cut the lights, face yourself We're not dreaming, this is hell [Verse 2] I've been awake so long, reality escapes I can't find a place to sleep, let the devil swallow me I'm swimming in the madness, the living water that I drink I wanna be the virus, decay [Interlude] This is madness, maybe in my head This is madness, maybe in my head This is madness, maybe in my head This is madness, maybe in my head [Bridge] There's a hundred million ways to feel alive (This is madness, maybe in my head) Time flies trying to find a place to hide (This is madness, maybe in my head) Get a grip, get a grip Take a different number, get a fix Will I ever get a break from this? Will I ever get away from it? Make it stop [Breakdown] Cut the lights, face yourself We're not dreaming, this is This is fucking hell [Chorus] Cut the lights, face yourself We're not dreaming, this is hell Oh Cut the lights, face yourself We're not dreaming, this is hell Hallelujah Cut the lights, face yourself We're not dreaming, this is hell This is fucking hell Cut the lights, face yourself We're not dreaming, this is hell [Outro] Cut the lights, face yourself We're not dreaming, this is hell"
Sugarcult,Stuck In America,2001,Screamo,"Too late, cause everyone stayed the same I'm gone so long break out cause I'm better off on my own Today I changed But too late cause every town feels the same I'm different and your distant Add it up and it makes no difference Everybody's talking bout blowin' up the neighborhood Everybody's gonna break it up today Everybody's talking bout blowin' up the neighborhood Runnin' just to get away Stuck in America Stuck in America I'm lost in America Stuck in America Go! Today I changed New town with the same old face One way to shake This place that I can't escape Everybody's talking bout blowin' up the neighborhood Everybody's gonna watch it burn today Everybody's talking bout wakin' up the neighborhood I'm still tryin' to escape Stuck in America Stuck in America I'm lost in America Stuck in America today, today Everybody's talking bout blowin' up the neighborhood Everybody's gonna break it up today Everybody's talking bout blowin' up the neighborhood All I ever wanted was to get away Stuck in America Stuck in America Stuck in America Stuck in America Get away (from all that shit that you put me through) Get away (from all that shit that you put me through) Get away (from all that shit that you put me through) Get away (from all that shit that you put me through) Today I changed"
Four Year Strong,Love Song,2009,Screamo,"Head under water And you tell me To breathe easy for awhile The breathing gets harder Even I know that Made room for me It's too soon to see If I'm happy in your hands I'm unusually hard to hold on to [Pre-Chorus 1] Blank stares at blank pages No easy way to say this You mean well but you make this hard on me [Chorus] I'm not gonna write you a love song Cause you ask for it Cause you need one, you see I'm not gonna write you a love song Cause you tell me it's make or breakin' this If you're on your way I'm not gonna write you to stay If all you have is leavin' I'm gonna need a better reason To write you a love song Today Hey hey hey, today! Hey hey hey, today! [Verse 2] I learned the hard way That they all say The things you wanna hear And my heavy heart sinks deep down under you And your twisted words Your help just hurts You are not what I thought you were Hello to high and dry [Pre-Chorus 2] Convinced me to please you Made me think that I need this too I'm trying to let you hear me as I am [Chorus] I'm not gonna write you a love song Cause you ask for it Cause you need one, you see I'm not gonna write you a love song Cause you tell me it's make or breakin' this If you're on your way I'm not gonna write you to stay If all you have is leavin' I'm gonna need a better reason To write you a love song Today [Bridge] Promise me That you'll leave the light on To help me see With daylight my guide gone Cause I believe That there's a way You can love me Because I say [Outro] I won't write you a love song Cause you ask for it Cause you need one You see, I'm not gonna write you a love song Cause you tell me it's make or breakin' this Is that what you wanted, a love song? Cause you asked for it Cause you need one You see I'm not gonna write you a love song Cause you tell me it's make or breakin' this If you're on your way I'm not gonna write you to stay If your heart is nowhere in it I don't want it for a minute Babe, I'll walk the seven seas If you'll believe that there's a reason to write you a love song Today, hey, hey, hey Today. Today"
Sleeping With Sirens,Scene Three - Stomach Tied In Knots,2012,Screamo,"Oh, my stomach’s tied in knots I’m afraid of what I’ll find if you want to talk tonight, oh oh See, the problem isn't you, it’s me, I know I can tell, I've seen it time after time And I’ll push you away Mmm, I get so afraid Oh, no [Chorus] And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh And I don't want nobody else, oh-oh-oh I only have myself to blame But do you think we can start again? 'Cause I can't live without you [Verse 2] Oh, my stomach’s tied in knots I’m afraid of what I’ll find if I see you with him tonight, oh oh See, problem isn't you, it’s me, I know I do this every single time, I’ll push you away Mmm, I get so afraid Oh, no [Chorus] And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh And I don't want nobody else, oh-oh-oh [Bridge] I only have myself to blame But do you think we can start again? I only have myself to blame But do you think we can start again? I only have myself to blame But do you think we can start again? I only have myself to blame Let's start again, let's start again I can't live without you Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh Oh-oh, oh-oh, oh-oh [Chorus] And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh And I don't want nobody else, oh-oh-oh And I can't live without you now, oh-oh I can't even live with myself, oh-oh-oh And I can't live without you now, oh-oh 'Cause I don't want nobody else, nobody else, nobody else I can't live without you, oh-oh"
Brand New,Last Chance To Lose Your Keys,2001,Screamo,"I cashed in all my chips tonight And combed my hair till it was just right Cause I've been thinking 'bout you and me girl And we've got something going on Tell me you can't wait to see me And you didn't bother to even show up This whole situation's incredibly typical [Pre-Chorus] I should've seen it all along I should've seen it all along I should've seen it all along It's girls like you that make me think I'm better off [Chorus] Home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby [Verse 2] Call me on the phone And you don't even wanna talk Staring at you from across the room But turn your back when I walk up We got inches away And I never even got close Leave your lipstick at home Don't pick up the phone Don't bother to look in my direction [Pre-Chorus] I should've seen it all along I should've seen it all along It's girls like you that make me think I'm better off [Chorus] Home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby Home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby [Bridge] Forget everything you think you know about me Forget everything you think you know about me This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school [Chorus] I'm better off home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby I'm better off home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby Forget everything you think you know about me I'm better off home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby Forget everything you think you know about me This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school I'm better off home on a Saturday night With all my doors locked up tight I won't be thinking about you, baby Forget everything you think you know about me This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school This isn't high school"
A Day To Remember,Good Things,2013,Screamo,"Hello, you don't seem like yourself At least from what I knew, you're somebody else Oh no, it's so much harder to take It took me four years to realize you're a fake But I won't lie, I'd forfeit all the rest of my time to patch things up Just to take back what you stole of mine [Chorus] Good things don't end, they end badly We've been here before and I'm all outta luck It's not workin' out, we're just not workin' out [Verse 2] You know, I grew so tired of the games you consistently played, where I took all the blame It's true, you're just unhappy with you You drink every night, so you can't think things through And I, I tried, to give you peace of mind One day you'll wake up, and realize what's passed you by [Chorus] Good things don't end, they end badly We've been here before and I'm all outta luck It's not workin' out, we're just not workin' out [Bridge] Good things don't end, they end badly You got a lot of nerve, and I'm not catching up It's not workin' out, we're just not workin' out [Verse 3] You say it's over? I say, what's the rush? No matter what, it's never enough You don't care, I knew you never cared You say it's over? I say, what's the rush? No matter what, it's never enough I don't care, you know that I ain't scared [Chorus] Good things don't end, they end badly We've been here before and I'm all outta luck It's not workin' out, we're just not workin' out Good things don't end, they end badly We've been here before and I'm all outta luck It's not workin' out, we're just not workin' out [Outro] Good things don't end, they end badly"
Atreyu,Insomnia,2023,Screamo,"I wish I could fall asleep Thoughts of peace are haunting me Begging for a lucid dream My mental state is crushing me TV static, blinking eights Eyes wide open, can't escape I'm not breathing but it's all the same Is living just a losing game? [Pre-Chorus] Can't keep my head up I'm drowning underwater Life is getting harder Will I sink or swim? It's like the days pass Slower than the nights last I just need a break, man Will I sink or swim? [Chorus] Insomnia Insomnia Will I sink or swim? Insomnia Insomnia Will I sink or swim? (Insomnia) [Verse 2] I wish my brain could simply change like the weather But here I am. It's pouring rain without a fucking umbrella Strangers are screaming but I'm here all alone The walls come crashing down on me As I Echo my heart beat Shatter my lungs I can't escape my thoughts So I'll just swallow my tongue Spilling these words in blood onto a blank page I swear I didn't feel this way back when I was young I swear I didn't feel this way back when I was young [Pre-Chorus] Can't keep my head up I'm drowning underwater Life is getting harder Will I sink or swim? It's like the days pass Slower than the nights last I just need a break, man Will I sink or swim? [Bridge] I'm taking my chances I'm leaving my sanity Buried it down in this hole in me (Buried it down) I'm losing the battle I start to unravel Until there is nothing that's left in me [Pre-Chorus] Can't keep my head up I'm drowning underwater Life is getting harder Will I sink or swim? It's like the days pass Slower than the nights last I just need a break, man Will I sink or swim? [Chorus] Insomnia Insomnia Will I sink or swim? Insomnia Insomnia Will I sink or swim? Insomnia"
Senses Fail,Tie Her Down,2004,Screamo,"So love me gently with a chainsaw And take the glass against your wrists You know I am your worst nightmare Oh how you love my bloody kiss But it's time to die You're worth more dead [Chorus] Tell me your fantasies I'll make you believe That I really care I'll look into your eyes I'll tell you all my lies As I take you slow [Verse 2] So love me gently with a chainsaw I'll leave you like your father did And I'll bite your lip so fucking, so hard And watch the innocence just drip Down your chest And into my mouth [Chorus] Tell me your fantasies I'll make you believe That I really care I'll look into your eyes I'll tell you all my lies As I take you slow [Bridge] So take your tears and go away So take your tears and go away A bitter ending from a slow decay So take your tears and go away And I'll sit here with a smile and a match [Outro] The lies, she cried, the heartache The lies, she cried, the heartache The lies, she cried, the heartache The lies, she cried, the heartache"
Glassjaw,Mu Empire,2002,Screamo,"Mr. Shiver, I'm glad you sent a line Euphoria's endearing But it's cold We might as well retire To the drawer where all used things resign [Chorus] Mr. Shiver, in the river You were sold You were told I do, I do If we make it over the mountain [Verse 2] Dressed in leather, red ball and vault attire The most ironic place to be is easy, yeah Between my finger and the blade, right before I let the used resign [Chorus] Mr. Shiver, in the river You were sold You were told I do, I do If we make it over the mountain [Bridge] You might lose the one you choose You might lose who won you times ten"
Issues,The Realest,2016,Screamo,"Another waste of headspace Got dumb on the tracks Never knew the facts 'til I wised up For years, I been toe to toe with the heavyweights Never thought I'd size up It's got me thinking 'bout the rise up You said no strings attached And now you got me tied up You talking that shit And you're blowing that smoke But your card got declined at the nightclub [Pre-Chorus: Tyler Carter] And every single pointless conversation Is breaking down the walls that kept the demons out I try to find the signs that might reveal The secret to what we're missing But maybe time is all that we need now [Chorus: Tyler Carter] A blessing in disguise Or just broke and pitiful I don't fuck with these mind games, baby But if one thing's right I saw with my own eyes [Verse 2: Michael Bohn] I know your tricks, don't act so proud I'm moving up while you're slowing down I own it now, you want it now And you can put it down, hey But you're nothing but a waste of headspace [Pre-Chorus: Tyler Carter, Michael Bohn] Every single pointless conversation Is breaking down the walls that kept the demons out I try to find the signs that might reveal The secret to what we're missing But maybe time is all we need now [Chorus: Tyler Carter] A blessing in disguise Or just broke and pitiful I don't fuck with these mind games, baby But if one thing's right, I saw with my own eyes [Bridge: Tyler Carter] Oh yeah, you're a waste of space in my head Hey-hey, you're a waste of space in my head, oh-oh [Chorus: Tyler Carter] A blessing in disguise Or just broke and pitiful I don't fuck with these mind games, baby But if one thing's right, I saw with my own eyes A blessing in disguise Or just broke and pitiful I don't fuck with these mind games, baby But if one thing's right, I saw with my own eyes [Bridge: Tyler Carter] Oh yeah, you're a waste of space in my head He-hey, you're a waste of space in my head, oh-oh [Outro: Tyler Carter, Michael Bohn] I try to find the signs that might reveal The secret to what we're missing, oh yeah You're nothing but a waste of headspace Hey-hey, you're a waste of space in my head, oh-oh"
Broadway,Same Thing We Do Everyday Pinky,2009,Screamo,"The title references a popular 90s TV show, Pinky and the Brain. The… Read More [Verse 1: Misha Camacho] Goodbye, we're facing the same day Over and over (You're repeating yourself) And it's boring me to tears (I would just like to ask) Are you over yourself? What happened to the world that moved so fast? The people in it had to look into their past Just to get back, with the progress You're hopeless you lost this I'm just being honest (All of you deserve this shallow judgment) [Chorus: Misha Camacho] There's no where to go but up from here (But up from here) There's no where to go but up from here (Up from here) [Verse 2: Misha Camacho] Take your time (With your decision) Don't bother me with shallow alibis It's your life and your decision To do nothing with it, so admit it now Admit it now [Chorus: Misha Comacho] There's no where to go but up from here (But up from here) There's no where to go but up from here (Up from here) [Bridge: Craig Owens & Misha Comacho] Don't bother me with shallow alibis (And filthy lies) Looking at you, I can see right through your eyes (There's no, there's no, there's no where left to go) (There's no, there's no, there's no where left to go) Goodbye, we're facing the same day Over and over I've escaped this feeling it's back and I know that it's not right, no it's not right I've escaped this feeling it's back and I know that it's not right, I know that it's not right There's no where to go but up from here Well, there's no where to go but up from here [Chorus: Misha Comacho & Craig Owens] There's no where to go, but up from here (There's no, there's no, there's no where left to go but up from here, but up from here) There's no where to go, but up from here (There's no, there's no, there's no where left to go but up from here, but up from here)"
I See Stars,Mobbin' Out,2016,Screamo,"It's almost light, I'm laying my head down I try to smile, but I'm weighing myself down I'm losing faith everyday that I'm running with you I'm losing faith everyday I will not go, I'll make it through the night I will not go, I'll shine my brighter lights I will not go, I'll make it through the night I will not go, I'll shine my brighter lights I will not go, I'll shine my brighter lights [Verse 1] If I walk with you, a life of second glances I gave you hope, you buried your chances Aren't you the one who said you bled for this? No, you're the one who left in the first place [Chorus] How can you just stand there with a straight face telling me You did the best that you could? I'm giving up on you, but I'm not giving up on me Your horse is higher than a skyscraper Your shadow is starting to fade Giving up on you, but I'm not giving up on me [Bridge] I see the light, I think I'm gonna make it out I miss the times we didn't even have a doubt The things you said disappear when it's convenient for you It's time for you to do the same I will not go, I'll make it through the night I will not go, I'll shine my brighter lights [Verse 2] I watched words fall out of your face Always so numb to the impact you made Tried so hard to make you see That you've become invisible to me [Pre-Chorus] (I will not go) Ahh (I'll make it through the night) Ahh (I will not go) I shine my brighter lights (I'll shine my brighter lights) I'll make it through (I will not go) I will not go (I'll make it through the night) I'll make it through the night (I will not go) I'll shine my brighter lights [Chorus] How can you just stand there with a straight face telling me You did the best that you could? I'm giving up on you, but I'm not giving up on me Your horse is higher than a skyscraper Your shadow is starting to fade Giving up on you, but I'm not giving up on me [Outro] Aren't you the one who said you bled for this? No, you're the one who left in the first place"
Thrice,All That's Left,2003,Screamo,"One day the dreamers died within us When all our answers never came We hid the truth beneath our skin but Our shadows never looked the same [Chorus 1] A ghost is all that's left Of everything we swore we never would forget We tried to bleed the sickness But we drained our hearts instead We are, we are the dead [Verse 2] And when we couldn't stop the bleeding We held our hearts over the flame We couldn't help but call it treason After that we couldn't fill our frames After that our shadows never looked the same [Chorus 1] A ghost is all that's left Of everything we swore we never would forget We tried to bleed the sickness But we drained our hearts instead We are, we are the dead [Bridge] In summers past we'd challenge fate With higher pitch and perfect aim And standing fast, we'd radiate A light we loved but never named But the answers never came And our shadows never looked the same [Chorus 2] A ghost is all that's left (We are the ones who lost our faith) Of everything we swore we never would forget (Can we be saved?) We tried to bleed the sickness But we drained our hearts instead We are, we are the dead (We are the ones who lost our faith) A ghost of everything we thought but never said (Can we be saved?) We tried to bleed the sickness But we drained our hearts instead [Outro] We are the ones who lost our faith We dug ourselves an early grave We are the dead, can we be saved?"
Underoath,Young And Aspiring,2004,Screamo,"So, let's not even try, you're right, let's ball it up and throw it out The window, it's becoming all so Clear in my mind, I've thought this thing through more like once Or twice, I feel that this is my last request to you [Verse 1: Spencer Chamberlain, Aaron Gillespie] Hold your breath, bottle it up, and save it for the next one It's safe to say we've been riding this all night None of this will ever change your mind It's never safe to rely on borrowed time Now we're both undone, and it's time to open up your eyes [Chorus: Spencer Chamberlain, Aaron Gillespie] Consequence, it's our need in times like this Feeling free is our modern disease You're a classic disaster with a knack for losing your exterior I'm so sick from staring at the mirror [Post-Chorus: Spencer Chamberlain] This all needs a break from you And I am used to this [Bridge: Spencer Chamberlain, Aaron Gillespie] I fear that I am just an end So, you'll play the mistaken And I'll play the victim in our screenplay of desire And I'm still writing the letters I'll never send [Pre-Chorus: Spencer Chamberlain] Running in circles, I can't forget how many times I've played this in my mind, feeling free, feeling free! [Chorus: Spencer Chamberlain, Aaron Gillespie] Consequence, it's our need in times like this Feeling free is our modern disease You're a classic disaster with a knack for losing your exterior I'm so sick from staring at the mirror [Outro: Spencer Chamberlain] This is my panic! This is my call to arms! This is my panic! This is my call to arms!"
